"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x178534331","x1329118823186898951",2020-11-18 17:46:35,"Riobux","2021 will likely have Deathloop, New World, Gloomwood, N1RV Ann-A, Sherlock Holmes Chapter One, Hood: Outlaws &amp; Legends, the next-gen update of Witcher 3, Resident Evil Village, Hitman 3, VtM Bloodlines 2 (which will be a funny shitshow) and more.","Twitter Web App",251,"x1329117463632617479","x178534331","Riobux",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Riobux/status/1329118823186898951","Riobux","","l l A peculiar game journalist l l Currently a journalist without a home. Working freelance and game dev. l l Developing Project Clover l l",,FALSE,214,218,6,34840,7,2010-08-15 01:21:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/178534331/1509531017","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1212427655078907904/xINvAD6g_normal.jpg"
"x178534331","x1329118823186898951",2020-11-18 17:46:35,"Riobux","2021 will likely have Deathloop, New World, Gloomwood, N1RV Ann-A, Sherlock Holmes Chapter One, Hood: Outlaws &amp; Legends, the next-gen update of Witcher 3, Resident Evil Village, Hitman 3, VtM Bloodlines 2 (which will be a funny shitshow) and more.","Twitter Web App",251,"x1329117463632617479","x178534331","Riobux",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Riobux/status/1329118823186898951","Riobux","","l l A peculiar game journalist l l Currently a journalist without a home. Working freelance and game dev. l l Developing Project Clover l l",,FALSE,214,218,6,34840,7,2010-08-15 01:21:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/178534331/1509531017","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1212427655078907904/xINvAD6g_normal.jpg"
